GeneID,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj,pan_gene_symbol,product,TIGRFAM Meta Role,TIGRFAM Main Role,TIGRFAM Sub Role,TIGRFAM function,TIGRFAM,TIGRFAM HMM score
SAUSA300_RS02635,11825.729485782542,-1.2936846858101696,0.10477650700105763,-2.802963128053172,0.005063545795033526,0.033145268448027065,cysK,cysteine synthase,Metabolism,Amino acid biosynthesis,Serine family,cysteine synthase A,TIGR01139,463.6
SAUSA300_RS02860,6304.247900029016,2.547291622409447,0.09256281409340006,16.71612555824156,1.000136465512925e-62,3.5687796318180714e-61,kbl,2-amino-3-ketobutyrate CoA ligase,NA,NA,NA,putative pyridoxal phosphate-dependent acyltransferase,TIGR01825,692.5
SAUSA300_RS02865,20003.17878590895,-3.0511708202830423,0.12653600044384694,-16.210175863692587,4.273439967072257e-59,1.437251188925681e-57,hchA,Molecular chaperone Hsp31 and glyoxalase 3,Genetic information processing,Protein fate,"Degradation of proteins, peptides, and glycopeptides","intracellular protease, PfpI family",TIGR01382,28.8
SAUSA300_RS02870,487.3495115585656,1.3280720202758445,0.10504447727260058,3.123172476973405,0.0017891286877897167,0.01261443503728364,araB,ribulokinase,Metabolism,Energy metabolism,Sugars,ribulokinase,TIGR01234,557
SAUSA300_RS02875,4724.555839985968,2.32625762529142,0.14642572174510263,9.057545419514234,1.3341899158998007e-19,2.087614809584394e-18,-,UDP-glucose 4-epimerase,Cell structure,Cell envelope,Biosynthesis and degradation of surface polysaccharides and lipopolysaccharides,ADP-glyceromanno-heptose 6-epimerase,TIGR02197,44.8
SAUSA300_RS02905,2800.108344898841,1.2457288692621886,0.08254211765008672,2.9770119335184084,0.002910726801776197,0.019945636117089348,-,HAD family phosphatase,NA,Unknown function,Enzymes of unknown specificity,Cof-like hydrolase,TIGR00099,208.8
SAUSA300_RS02910,3703.162774465365,1.3722777041423548,0.06078237163973486,6.124764369986975,9.081790456181034e-10,1.0181348227887243e-8,azo1,FMN-dependent NADPH-azoreductase,NA,NA,NA,FMN reductase,TIGR03566,54.1
SAUSA300_RS02915,915.2678268919217,1.8138392796276253,0.12481850907094484,6.520181066776339,7.022256988538327e-11,8.218849579385258e-10,sdrC,serine-aspartate repeat-containing protein C,NA,NA,NA,"gram-positive signal peptide, YSIRK family",TIGR01168,51.8
SAUSA300_RS02970,114.63625087449432,-1.6286383843712084,0.1663590364306103,-3.7788051545574954,1.575826623488153e-4,0.001239480833421058,-,HAD family hydrolase,Metabolism,Energy metabolism,Sugars,"phosphoglycolate phosphatase, bacterial",TIGR01449,94
SAUSA300_RS03030,4212.7724366346,-2.063974383016375,0.121561993477202,-8.75252496756657,2.0863134454126332e-18,3.1145679292231456e-17,-,amino acid permease,Metabolism,Transport and binding proteins,"Amino acids, peptides and amines",amino acid transporter,TIGR00909,129
SAUSA300_RS03035,553.9480662642555,-1.5400782166957407,0.13274598737771326,-4.068508791599184,4.73149761377198e-5,4.0128585559121195e-4,-,membrane protein,NA,NA,NA,NA,NA,NA
SAUSA300_RS03040,829.3241704790577,-1.45444974458679,0.12373755426952687,-3.6726905365924827,2.4001007174049717e-4,0.0018432269551514296,-,hypothetical protein,NA,NA,NA,NA,NA,NA
SAUSA300_RS03075,204.99878052827512,-1.5204055326404329,0.1360687360233656,-3.824578281899152,1.3099611988013523e-4,0.0010443995824775904,-,hypothetical protein,Genetic information processing,Protein synthesis,tRNA aminoacylation,"glutamyl-tRNA(Gln) amidotransferase, subunit D",TIGR02153,10
SAUSA300_RS03095,1353.256027898261,1.340367482283409,0.11590708671852026,2.9365545448484065,0.003318804500629136,0.022530909440466016,-,transposase,Cellular processes; Genetic information processing,Cellular processes; DNA metabolism,Cell division; Chromosome-associated proteins,chromosome segregation protein SMC,TIGR02169,15.3
SAUSA300_RS03170,4284.396786969483,2.1357547018586898,0.06718555114559593,16.90474637020432,4.15106957885035e-64,1.499509825643966e-62,-,flavodoxin family protein,NA,NA,NA,FMN reductase,TIGR03566,19.4
SAUSA300_RS03190,139.49957356231704,-1.4457240361293529,0.15772141196555828,-2.826021087274351,0.004713016127700419,0.030989404920565004,adh1,zinc-dependent alcohol dehydrogenase,Metabolism,Energy metabolism,Fermentation,zinc-binding alcohol dehydrogenase family protein,TIGR02822,156.6
SAUSA300_RS03315,538.9920066911469,1.4147858677000982,0.10957862386693944,3.785280861016924,1.5353507809457052e-4,0.0012108992951609524,mntC,metal ABC transporter substrate-binding protein,Metabolism,Transport and binding proteins,Unknown substrate,"anchored repeat ABC transporter, substrate-binding protein",TIGR03772,125.7
SAUSA300_RS03320,389.7523747176618,1.4124433093227333,0.12060049455883184,3.419913913549778,6.264095544948703e-4,0.004570758993645862,mntB,metal ABC transporter permease,Metabolism,Transport and binding proteins,Unknown substrate,"anchored repeat-type ABC transporter, permease subunit",TIGR03770,182.1
SAUSA300_RS03325,636.0041823713163,1.4563428650528276,0.1251645033849844,3.6459447583888527,2.664112069616039e-4,0.002029997894712638,mntA,phosphonate ABC transporter ATP-binding protein,Metabolism,Transport and binding proteins,Unknown substrate,"anchored repeat-type ABC transporter, ATP-binding subunit",TIGR03771,174
SAUSA300_RS03370,863.2632457353584,-1.3472535308252263,0.08274480055076303,-4.196680981932998,2.7085503336850504e-5,2.337822500401905e-4,pbp4,D-alanyl-D-alanine carboxypeptidase,NA,NA,NA,NA,NA,NA
SAUSA300_RS03385,297.8558748234366,-2.1123975067432994,0.2932784946930202,-3.792973323556047,1.4885415301178106e-4,0.0011771547343580307,NA,hypothetical protein,NA,NA,NA,NA,NA,NA
SAUSA300_RS03410,568.9051213380127,3.141608532551806,0.15348333280153245,13.953362188981755,3.00116992994057e-44,7.703002820180796e-43,dhaK,dihydroxyacetone kinase subunit DhaK,NA,NA,NA,"dihydroxyacetone kinase, DhaK subunit",TIGR02363,479.3
SAUSA300_RS03415,436.13857661505955,2.7637007753595357,0.12371853416848748,14.255752278455061,4.128294680306486e-46,1.1082009389519979e-44,dhaL,dihydroxyacetone kinase subunit L,NA,NA,NA,"dihydroxyacetone kinase, L subunit",TIGR02365,240.1
SAUSA300_RS03420,269.5138909509061,2.7853686010829497,0.17766509726742719,10.049067760312854,9.274057225100634e-24,1.6546275268685643e-22,dhaM,PTS-dependent dihydroxyacetone kinase phosphotransferase subunit DhaM,NA,NA,NA,"dihydroxyacetone kinase, phosphotransfer subunit",TIGR02364,144.8
SAUSA300_RS03435,714.8479115651498,-1.651216126166948,0.1247580705877104,-5.219831655773439,1.7908584072366807e-7,1.8131666780534697e-6,-,alpha/beta hydrolase,Metabolism,Fatty acid and phospholipid metabolism,Degradation,"esterase, PHB depolymerase family",TIGR01840,11.5
SAUSA300_RS03595,400.0421649249484,-1.6300509449361689,0.12733841205317822,-4.947846724153048,7.503895994571711e-7,7.367919355743902e-6,-,cysteine ABC transporter ATP-binding protein,NA,NA,NA,"thiol reductant ABC exporter, CydD subunit",TIGR02857,406.1
SAUSA300_RS03600,409.485520287401,-1.4873012783753456,0.10988639235138052,-4.434591653688261,9.22469692244145e-6,8.330698516994964e-5,-,cysteine ABC transporter ATP-binding protein,NA,NA,NA,"thiol reductant ABC exporter, CydC subunit",TIGR02868,320.7
SAUSA300_RS03700,3378.894234393599,-1.3442200849048207,0.10842855683233472,-3.174625716333154,0.0015002988462184154,0.010680959669185117,csbB,glycosyltransferase,NA,NA,NA,"poly-beta-1,6 N-acetyl-D-glucosamine synthase",TIGR03937,47.8
SAUSA300_RS03800,3781.632449904685,-1.3802933140708138,0.10493835913389171,-3.6239685583952617,2.9011688891477467e-4,0.002193493583887935,opuBB,ABC transporter permease,NA,NA,NA,"choline ABC transporter, permease protein",TIGR03416,113.1
SAUSA300_RS03805,592.760174659178,-2.5486280027173613,0.17046690223154337,-9.084625710003673,1.0405608384939336e-19,1.6457735207747295e-18,hisC,histidinol-phosphate aminotransferase,Metabolism,Amino acid biosynthesis,Histidine family,histidinol-phosphate transaminase,TIGR01141,305.7
SAUSA300_RS03810,1329.147257161331,-1.5293732401140916,0.09954286187268534,-5.31804320425463,1.0488916638910685e-7,1.069357842698699e-6,-,5'-3'-deoxyribonucleotidase,NA,NA,NA,NA,NA,NA
SAUSA300_RS03815,2093.607352464295,-1.5069789085280214,0.17374748083374988,-2.917906527882978,0.0035238996661403695,0.023703288329026947,bmrU,lipid kinase,NA,Unknown function,Enzymes of unknown specificity,"lipid kinase, YegS/Rv2252/BmrU family",TIGR00147,168.7
SAUSA300_RS03865,575.5519016614942,1.399493597197785,0.13793397082630565,2.8962669225324507,0.003776310462211595,0.02511246457370711,sstA,iron ABC transporter permease,NA,NA,NA,"proposed F420-0 ABC transporter, permease protein",TIGR03869,93.3
SAUSA300_RS03985,233.11405222143418,-1.440351640223911,0.16314310976797194,-2.699174000361983,0.006951182192026596,0.0445058185861484,-,peptidase M23,Cellular processes,Cellular processes,Sporulation and germination,spore coat assembly protein SafA,TIGR02899,18.5
SAUSA300_RS04000,4452.725037473137,1.610271993627426,0.1298352194009183,4.700357857007708,2.5970597665590778e-6,2.451289315145762e-5,uvrB,excinuclease ABC subunit B,Genetic information processing,DNA metabolism,"DNA replication, recombination, and repair",excinuclease ABC subunit B,TIGR00631,1110
SAUSA300_RS04005,9616.771095374996,1.5482736171773883,0.1280705125703606,4.2810293031049795,1.8603085734789573e-5,1.644490297885024e-4,uvrA,excinuclease ABC subunit A,Genetic information processing,DNA metabolism,"DNA replication, recombination, and repair",excinuclease ABC subunit A,TIGR00630,1495.3
SAUSA300_RS04070,1841.2368097604651,-1.8659065967518422,0.10823378520679977,-8.000335524599594,1.240806338531073e-15,1.696541750720523e-14,-,DUF4887 domain-containing protein,Cellular processes,Cellular processes,Adaptations to atypical conditions,phage shock protein C,TIGR02978,11.5
SAUSA300_RS04075,16444.112403250445,-3.9116286192168177,0.12263232457484524,-23.742749958554246,1.3055560284897896e-124,1.091444839817464e-122,gapR,transcriptional regulator,Genetic information processing,DNA metabolism,"DNA replication, recombination, and repair",DnaD family protein,TIGR04548,16.8
SAUSA300_RS04080,48722.519773432134,-3.440320392633995,0.10295747685142503,-23.7022163640971,3.4208504029536513e-124,2.780391188622884e-122,gapA,aldehyde dehydrogenase,Metabolism,Energy metabolism,Glycolysis/gluconeogenesis,"glyceraldehyde-3-phosphate dehydrogenase, type I",TIGR01534,435.2
SAUSA300_RS04085,13440.101554664672,-3.302956946811176,0.12939887284048404,-17.79734936060948,7.409374447046823e-71,3.1420042945013047e-69,pgk,phosphoglycerate kinase,NA,NA,NA,NA,NA,NA
SAUSA300_RS04090,11709.341219105436,-3.404173560644311,0.14119828611645532,-17.02693160638957,5.185277730205133e-65,1.920521852984838e-63,tpiA,triose-phosphate isomerase,Metabolism,Energy metabolism,Glycolysis/gluconeogenesis,triose-phosphate isomerase,TIGR00419,197.4
SAUSA300_RS04095,19658.80775738105,-3.3813953978533484,0.12374587079653543,-19.24424130295927,1.5775618479551866e-82,8.098150819503291e-81,pgm,"2,3-bisphosphoglycerate-independent phosphoglycerate mutase",Metabolism,Energy metabolism,Glycolysis/gluconeogenesis,"phosphoglycerate mutase (2,3-diphosphoglycerate-independent)",TIGR01307,694.5
SAUSA300_RS04135,1413.7151958654506,1.6033781097314255,0.19946564690265417,3.024972565957154,0.002486556808792864,0.017240912849592227,-,hypothetical protein,NA,NA,NA,NA,NA,NA
SAUSA300_RS04140,1020.1505321686259,1.838007230061401,0.18835625974858958,4.449054314308108,8.624920520176434e-6,7.813163294748063e-5,-,hypothetical protein,NA,NA,NA,NA,NA,NA
SAUSA300_RS04145,3856.415942813105,1.8838576875324504,0.20130308197677338,4.3906813490040415,1.1299602962236523e-5,1.0110898552753536e-4,-,DUF5067 domain-containing protein,NA,NA,NA,NA,NA,NA
SAUSA300_RS04155,31.43156707816254,-1.9140471340064682,0.31905536328453993,-2.8648543143006275,0.004172011330338176,0.02758231316355286,-,hypothetical protein,NA,NA,NA,NA,NA,NA
SAUSA300_RS04165,51279.73723981902,-1.6621218379046874,0.09885482058893269,-6.697921598158414,2.114046265848867e-11,2.5351226942105677e-10,clfA,clumping factor A,NA,NA,NA,"gram-positive signal peptide, YSIRK family",TIGR01168,28.4
SAUSA300_RS04230,423.8959132912576,-1.8770184988842904,0.13937991416051176,-6.2922875520952335,3.1282130182022894e-10,3.589471094611725e-9,-,histidine phosphatase family protein,Metabolism,"Biosynthesis of cofactors, prosthetic groups, and carriers","Heme, porphyrin, and cobalamin",alpha-ribazole phosphatase,TIGR03162,65
SAUSA300_RS04270,9707.15191304316,1.8461376645701337,0.09094201986328261,9.304144177160042,1.3507573639872324e-20,2.18360002598157e-19,gcvH,glycine cleavage system protein H,Metabolism,Energy metabolism,Amino acids and amines,glycine cleavage system H protein,TIGR00527,184.5
SAUSA300_RS04280,416.95835827161926,1.439882333749374,0.11431657143096059,3.8479314787273244,1.1911935776037345e-4,9.575363758430019e-4,-,hypothetical protein,NA,NA,NA,NA,NA,NA
SAUSA300_RS04300,15115.103355864565,-6.3621014928282555,0.4082087255462226,-13.135685636443089,2.056205306936595e-39,4.813165382477181e-38,metN1,methionine import ATP-binding protein MetN 2,NA,NA,NA,"D-methionine ABC transporter, ATP-binding protein",TIGR02314,358.4
SAUSA300_RS04305,8722.41756739405,-6.549168893202422,0.4159771257236987,-13.340081821922833,1.3531094116526086e-40,3.272064577269036e-39,metP1,ABC transporter permease,Metabolism,Transport and binding proteins,Anions,"phosphonate ABC transporter, permease protein PhnE",TIGR01097,86.7
SAUSA300_RS04310,20519.24431460248,-6.058062908206054,0.34347165252237005,-14.726289261605443,4.3705419063285215e-49,1.2064344922563447e-47,metQ1,methionine ABC transporter substrate-binding protein,Cell structure,Cell envelope,Other,"lipoprotein, YaeC family",TIGR00363,167
SAUSA300_RS04395,308.70974721676697,2.363723777320731,0.13656999496356778,9.985529967139021,1.7635612614706864e-23,3.1085423199176076e-22,ear,hypothetical protein,Genetic information processing,Mobile and extrachromosomal element functions,Prophage functions,"putative phage terminase, small subunit, P27 family",TIGR01558,19.8
SAUSA300_RS04540,609.2739890127918,1.4641194018779804,0.17300887438663676,2.6826334979833213,0.007304499180109715,0.04666586157423805,-,disulfide oxidoreductase,NA,NA,NA,NA,NA,NA
SAUSA300_RS04590,602.0172891378455,-1.292504613751722,0.10425922996302674,-2.8055512577203223,0.005023059151973682,0.032953971028419266,mnhF,Na+/H+ antiporter subunit F,Genetic information processing,Mobile and extrachromosomal element functions,Plasmid functions,entry exclusion protein TrbK,TIGR04361,9.9
SAUSA300_RS04595,1239.0276110336204,-1.3689989006416476,0.09109924626613934,-4.050515407818481,5.1104944284051164e-5,4.2846150995740317e-4,mnhE,Na+/H+ antiporter subunit E,Metabolism,Transport and binding proteins,Cations and iron carrying compounds,multicomponent Na+:H+ antiporter,TIGR00942,231.1
SAUSA300_RS04600,3228.4931580204793,-1.421945492623837,0.07423420103670546,-5.683977017752291,1.3159796953659056e-8,1.4002023958693237e-7,mnhD,Na+/H+ antiporter subunit D,Metabolism,Transport and binding proteins,Cations and iron carrying compounds,multicomponent K+:H+antiporter,TIGR00944,763.3
SAUSA300_RS04635,2404.065649006178,-1.6787392075197831,0.09708604403720397,-6.9911099401648915,2.7271993700963614e-12,3.3528509902949386e-11,-,NADH-dependent flavin oxidoreductase,NA,NA,NA,mycofactocin system FadH/OYE family oxidoreductase 2,TIGR03997,123.6
SAUSA300_RS04640,14347.341627371654,3.3564876347402404,0.12423248730363887,18.968368788919975,3.114210789233239e-80,1.5444374185248232e-78,rocD,Ornithine aminotransferase 2,NA,NA,NA,ornithine--oxo-acid transaminase,TIGR01885,538.4
SAUSA300_RS04645,24808.988679938735,3.1581071161777676,0.1085113475393455,19.888308136577624,5.137939684034722e-88,2.7333839119064724e-86,gudB,NAD-specific glutamate dehydrogenase,Cellular processes,Cellular processes,Sporulation and germination,"dipicolinic acid synthetase, A subunit",TIGR02853,11.9
SAUSA300_RS15760,510.86424793948737,1.8760732867434855,0.1494927133837944,5.8603076157587175,4.620105117517044e-9,4.970010137446644e-8,NA,NA,NA,NA,NA,NA,NA,NA
SAUSA300_RS04655,2518.3332513216405,3.510056308640423,0.0852592423433629,29.44028400500818,1.6764874070524266e-190,3.0658763456471255e-188,glpQ,glycerophosphodiester phosphodiesterase,NA,NA,NA,NA,NA,NA
SAUSA300_RS04695,4339.232712242151,-1.6054115399171622,0.09168692397242628,-6.603030330685239,4.0283708192306e-11,4.733740167497485e-10,addA,ATP-dependent helicase/nuclease subunit A,Genetic information processing,DNA metabolism,"DNA replication, recombination, and repair","helicase-exonuclease AddAB, AddA subunit",TIGR02785,1455.5
SAUSA300_RS04730,4953.967593189221,-1.2904966595274696,0.09176247220272944,-3.1657457842426013,0.0015468591684587084,0.010985703706092672,clpB,chaperone protein ClpB,Genetic information processing,Protein fate,Protein folding and stabilization,ATP-dependent chaperone protein ClpB,TIGR03346,1277
SAUSA300_RS04760,1797.3256923240683,2.5252272842597794,0.0940490907046094,16.217352797702564,3.802332369471825e-59,1.3088970015381833e-57,-,MAP domain-containing protein,NA,NA,NA,NA,NA,NA
SAUSA300_RS04770,1896.6321913406598,-1.2825854776397345,0.09435191886079586,-2.9950156928620935,0.0027443072235877296,0.018849396563891306,fabH,3-oxoacyl-ACP synthase III,Metabolism,Fatty acid and phospholipid metabolism,Biosynthesis,3-oxoacyl-[acyl-carrier-protein] synthase III,TIGR00747,409.2
SAUSA300_RS04790,1626.0770704348847,-1.5882944439685875,0.15930177956853472,-3.6929558826145557,2.216624890929604e-4,0.0017113045991715096,opp-3C,ABC transporter permease,Metabolism,Transport and binding proteins,Cations and iron carrying compounds,"nickel ABC transporter, permease subunit NikC",TIGR02790,196.3
SAUSA300_RS04795,2312.5410929765935,-2.0301682991037824,0.16927652419463718,-6.0857127354486344,1.1597421919743304e-9,1.2853809294382162e-8,opp-3D,ABC transporter ATP-binding protein,Metabolism,Transport and binding proteins,Cations and iron carrying compounds,nickel import ATP-binding protein NikD,TIGR02770,256.2
SAUSA300_RS04800,3343.4558888414726,-2.4605351363542205,0.1585515823643889,-9.21173484725978,3.208959518736449e-20,5.130828170395e-19,opp-3F,peptide ABC transporter ATP-binding protein,Metabolism,Transport and binding proteins,Cations and iron carrying compounds,nickel import ATP-binding protein NikE,TIGR02769,241.5
SAUSA300_RS04805,11168.393568766063,-2.6500723074272847,0.11147626515329224,-14.802005657062981,1.4217899169418445e-49,4.0001512470883046e-48,opp-3A,peptide ABC transporter substrate-binding protein,Metabolism,Transport and binding proteins,Cations and iron carrying compounds,"nickel ABC transporter, nickel/metallophore periplasmic binding protein",TIGR02294,68.2
SAUSA300_RS04810,41.119056481754996,-2.2160580684170084,0.3495279771323989,-3.4791437251856197,5.030187286758528e-4,0.0037261589876089753,opp-4A,ABC transporter substrate-binding protein,Metabolism,Transport and binding proteins,Cations and iron carrying compounds,"nickel ABC transporter, nickel/metallophore periplasmic binding protein",TIGR02294,94.5
SAUSA300_RS04915,1604.409534137531,-2.4679362986485853,0.17485524097661032,-8.395151843603848,4.652925410985489e-17,6.706630419972187e-16,-,alanine:cation symporter family protein,NA,NA,NA,amino acid carrier protein,TIGR00835,465.4
SAUSA300_RS04925,14488.249727939827,2.7491122043140255,0.06019029369794615,29.059705425124214,1.1602992409843287e-185,1.997079752423615e-183,-,hypothetical protein,Genetic information processing,Transcription,RNA processing,2'-5' RNA ligase,TIGR02258,15.8
SAUSA300_RS05020,148.95329600384156,-2.2296517237923017,0.25128190688141355,-4.893514774116253,9.905087486496781e-7,9.660761995163195e-6,-,hypothetical protein,Cellular processes,Cellular processes,Toxin production and resistance,bacteriocin-associated integral membrane protein,TIGR01654,751.8
SAUSA300_RS05030,68.86283310453832,-1.8826246000431888,0.2762257992532377,-3.1953010994241637,0.0013968502743544361,0.009993114676677458,-,ABC transporter ATP-binding protein,Cellular processes; Metabolism,Cellular processes; Transport and binding proteins,Toxin production and resistance; Unknown substrate,"putative bacteriocin export ABC transporter, lactococcin 972 group",TIGR03608,267.3
SAUSA300_RS05040,88.53119507681232,2.4958723527440667,0.322367363692245,4.640272314204032,3.479503576180269e-6,3.2320722107630055e-5,-,hypothetical protein,NA,NA,NA,NA,NA,NA
SAUSA300_RS05045,1866.6323163673194,1.8135114832134276,0.103716759626888,7.843587537250143,4.378536469468049e-15,5.90396207818595e-14,tarM,glycosyl transferase family 1,Genetic information processing,Protein fate,Protein modification and repair,accessory Sec system glycosylation protein GtfA,TIGR02918,117
SAUSA300_RS05135,135322.89448361515,-1.8717314677099708,0.09271777519086138,-9.401988625325556,5.3541403629365045e-21,8.703452612195674e-20,atl,bifunctional autolysin,Metabolism,Transport and binding proteins,Cations and iron carrying compounds,"V-type ATPase, D subunit",TIGR00309,9.9
SAUSA300_RS05140,421.61824473642054,-2.0501766844741898,0.11581237524046124,-9.067914221547635,1.2131700844518866e-19,1.908460036078613e-18,-,GNAT family N-acetyltransferase,NA,NA,NA,"putative N-acetyltransferase, MSMEG_0567 N-terminal domain family",TIGR04045,38.8
SAUSA300_RS05150,3994.68962621241,-1.2457360394524355,0.07413421903292347,-3.314745102302927,9.172672526469148e-4,0.006659860995644845,-,hypothetical protein,Signal transduction,Regulatory functions,Other,cell envelope-related function transcriptional attenuator common domain,TIGR00350,115.1
SAUSA300_RS05190,5712.05795070447,1.5440737644070515,0.0789514485379084,6.891244866087737,5.530624289329638e-12,6.742752779407716e-11,folD,bifunctional methylenetetrahydrofolate dehydrogenase/methenyltetrahydrofolate cyclohydrolase,NA,Unknown function,General,"putative RNA-binding protein, YhbY family",TIGR00253,11.1
SAUSA300_RS05240,477.9351860497694,-1.3757242061126684,0.13824067729140066,-2.7178990545646045,0.006569787851328817,0.04215613871269325,purH,bifunctional phosphoribosylaminoimidazolecarboxamide formyltransferase/inosine monophosphate cyclohydrolase,Metabolism,"Purines, pyrimidines, nucleosides, and nucleotides",Purine ribonucleotide biosynthesis,phosphoribosylaminoimidazolecarboxamide formyltransferase/IMP cyclohydrolase,TIGR00355,641.3
SAUSA300_RS05245,797.2866178086068,-1.3255961654431458,0.10630864618213445,-3.0627439736680935,0.002193176138667527,0.015358179341229917,purD,phosphoribosylamine--glycine ligase,Metabolism,"Purines, pyrimidines, nucleosides, and nucleotides",Purine ribonucleotide biosynthesis,phosphoribosylamine--glycine ligase,TIGR00877,467.3
SAUSA300_RS05350,40022.865114560605,1.3141604177859543,0.09857000456592065,3.1871807165825303,0.0014366697923523034,0.010252916615665462,pdhA,pyruvate dehydrogenase E1 component subunit alpha,Metabolism,Energy metabolism,Pyruvate dehydrogenase,"pyruvate dehydrogenase (acetyl-transferring) E1 component, alpha subunit",TIGR03181,488
SAUSA300_RS05365,61930.675264986356,1.2354480900904168,0.0879179223685109,2.6780442911688502,0.007405342523798996,0.04720704188373826,pdhD,dihydrolipoyl dehydrogenase,NA,NA,NA,dihydrolipoyl dehydrogenase,TIGR01350,563.3
SAUSA300_RS05410,1307.4795867244966,-1.4375906722095761,0.10867076489578413,-4.0267561623333386,5.655162426186227e-5,4.7008537667673014e-4,mntH,divalent metal cation transporter,Metabolism,Transport and binding proteins,Cations and iron carrying compounds,"metal ion transporter, metal ion (Mn2+/Fe2+) transporter (Nramp) family",TIGR01197,388.6
SAUSA300_RS05425,1215.6799335020762,1.7401048058506585,0.12495807187610414,5.922825110365595,3.1645734412733635e-9,3.4168051251534545e-8,-,hypothetical protein,NA,NA,NA,early transcribed membrane protein (ETRAMP) family,TIGR01495,14.6
SAUSA300_RS05455,9983.514761561053,-2.3274213257427254,0.09467303300630686,-14.021113337039663,1.1578389312408494e-44,3.024854207866719e-43,pycA,pyruvate carboxylase,Metabolism,Energy metabolism,Glycolysis/gluconeogenesis,pyruvate carboxylase,TIGR01235,1798.3
SAUSA300_RS05460,1784.7747282237476,1.1919465496383672,0.06724038359046015,2.8546319843660135,0.004308672449159737,0.028394539608651778,ctaA,heme A synthase,NA,NA,NA,methanobactin biosynthesis cassette protein MbnC,TIGR04160,12.7
SAUSA300_RS05545,187.47765652358382,1.8918783648265731,0.14652461907859685,6.086884036519237,1.1512929419730341e-9,1.280868117191292e-8,isdC,iron-regulated surface determinant protein C,NA,NA,NA,heme uptake protein IsdC,TIGR03656,320.3
SAUSA300_RS05635,4367.598924380251,2.8068459876473444,0.16333526707717824,11.062191405323285,1.9136407428870513e-28,3.659681577573537e-27,sdhC,succinate dehydrogenase cytochrome B558,Metabolism,Energy metabolism,TCA cycle,"succinate dehydrogenase (or fumarate reductase) cytochrome b subunit, b558 family",TIGR02046,143.1
SAUSA300_RS05640,20017.999286860686,2.7460099225199026,0.12960746942763607,13.471522360790749,2.300728535765115e-41,5.609943079707272e-40,sdhA,succinate dehydrogenase flavoprotein subunit,Metabolism,Energy metabolism,TCA cycle,"succinate dehydrogenase or fumarate reductase, flavoprotein subunit",TIGR01811,970.9
SAUSA300_RS05645,16705.197337741476,2.551267103693492,0.06966173009574365,22.268569867004707,7.45424852644537e-110,5.193126473423608e-108,sdhB,succinate dehydrogenase iron-sulfur subunit,Metabolism,Energy metabolism,TCA cycle; Anaerobic; Aerobic,succinate dehydrogenase and fumarate reductase iron-sulfur protein,TIGR00384,137.1
SAUSA300_RS05730,848.0390838186946,1.4159199658056394,0.14333685607035285,2.901695887633372,0.0037114865239880894,0.02473760721910968,NA,hypothetical protein,NA,NA,NA,NA,NA,NA
SAUSA300_RS05805,6060.2473621554545,2.2852314314709767,0.0732493800702753,17.545970085179267,6.385312274917583e-69,2.5949199606123397e-67,-,hypothetical protein,NA,NA,NA,NA,NA,NA
SAUSA300_RS05945,120.65853407137571,-1.693137688030767,0.17499066388829077,-3.960998104866023,7.463712521362754e-5,6.151781080988005e-4,pyrF,orotidine-5'-phosphate decarboxylase,Metabolism,"Purines, pyrimidines, nucleosides, and nucleotides",Pyrimidine ribonucleotide biosynthesis,orotidine 5'-phosphate decarboxylase,TIGR01740,206.1
SAUSA300_RS05990,4986.450216203637,3.1695736013869644,0.17135349189276936,12.661391241123079,9.676906108685565e-37,2.1289193439108242e-35,-,hypothetical protein,Genetic information processing,Protein fate,Protein and peptide secretion and trafficking,outer membrane assembly lipoprotein YfiO,TIGR03302,12
SAUSA300_RS06160,16752.60467386038,3.861677513711136,0.20605896592170078,13.887663178890888,7.525055484814106e-44,1.91463585639705e-42,sucC,succinyl-CoA ligase subunit beta,Metabolism,Energy metabolism,TCA cycle,"succinate-CoA ligase, beta subunit",TIGR01016,545.1
SAUSA300_RS06165,18043.29989935553,3.436714670007931,0.1569823417020506,15.522221439611135,2.4540595362123474e-54,7.638912981869499e-53,sucD,succinyl-CoA ligase subunit alpha,Metabolism,Energy metabolism,TCA cycle,"succinate-CoA ligase, alpha subunit",TIGR01019,479.4
SAUSA300_RS06180,106.76087441589782,-1.5066900984300866,0.17457092188728549,-2.9024885298895264,0.003702107166709586,0.024731428241534813,dprA,DNA-processing protein DprA,Cellular processes,Cellular processes,DNA transformation,DNA protecting protein DprA,TIGR00732,220.1
SAUSA300_RS06185,3956.5334319434364,-1.6387734850219489,0.08523862486757212,-7.4939440425553085,6.68342268168146e-14,8.652962286106174e-13,topA,DNA topoisomerase I,Genetic information processing,DNA metabolism,"DNA replication, recombination, and repair",DNA topoisomerase I,TIGR01051,859.4
SAUSA300_RS06190,2426.31359541745,-1.779124835210911,0.09465134828092292,-8.23152389650581,1.8484663814657572e-16,2.6128563440429014e-15,gid,FADH(2)-oxidizing methylenetetrahydrofolate--tRNA-(uracil(54)-C(5))- methyltransferase TrmFO,Genetic information processing,Protein synthesis,tRNA and rRNA base modification,tRNA:m(5)U-54 methyltransferase,TIGR00137,723.4
