GeneID,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj,pan_gene_symbol,product,TIGRFAM Meta Role,TIGRFAM Main Role,TIGRFAM Sub Role,TIGRFAM function,TIGRFAM,TIGRFAM HMM score
SAUSA300_RS02875,5354.386848220521,2.2607763876954055,0.16217043578997656,263.66260790802187,5.5768909274184486e-58,1.131916551682241e-56,-,UDP-glucose 4-epimerase,Cell structure,Cell envelope,Biosynthesis and degradation of surface polysaccharides and lipopolysaccharides,ADP-glyceromanno-heptose 6-epimerase,TIGR02197,44.8
SAUSA300_RS02915,993.1321007645806,2.4447667199408216,0.14458656127369163,316.46374526469856,1.9088458344236927e-69,4.801481445050365e-68,sdrC,serine-aspartate repeat-containing protein C,NA,NA,NA,"gram-positive signal peptide, YSIRK family",TIGR01168,51.8
SAUSA300_RS02920,5627.857035720233,1.9720591102150558,0.17730961424545755,115.94968594847782,6.6350714979649e-26,5.660004469133536e-25,sdrD,serine-aspartate repeat-containing protein D,NA,NA,NA,"gram-positive signal peptide, YSIRK family",TIGR01168,49
SAUSA300_RS02975,16343.467703039345,-1.43293838441813,0.1279395602157102,138.58657456256685,8.059492598780318e-31,8.32248656779315e-30,proP,proline/betaine transporter,Metabolism,Transport and binding proteins,Unknown substrate,"MFS transporter, metabolite:H+ symporter (MHS) family protein",TIGR00883,383.6
SAUSA300_RS02980,19954.362100728766,3.3918801578817614,0.3906361119305082,122.29348958498525,2.7816734814827364e-27,2.5345093052643012e-26,NA,hypothetical protein,NA,NA,NA,NA,NA,NA
SAUSA300_RS03000,416.48921920380457,3.2863616707620587,0.1816046117436097,478.2377945285894,1.4190000126406555e-104,6.141348584119779e-103,NA,hypothetical protein,NA,NA,NA,NA,NA,NA
SAUSA300_RS03005,6055.323134835294,4.681144556342168,0.12404125417702412,2034.4081842290923,0,0,NA,protein VraX,NA,NA,NA,NA,NA,NA
SAUSA300_RS03030,3571.7629009649118,-1.9901565395148613,0.1391937961258997,197.5149159455716,1.288786432973738e-43,2.0174991873626123e-42,-,amino acid permease,Metabolism,Transport and binding proteins,"Amino acids, peptides and amines",amino acid transporter,TIGR00909,129
SAUSA300_RS03035,472.67401941871776,-1.3467202268527279,0.15294558621129353,80.81870506323204,2.821247441486249e-18,1.711944581503924e-17,-,membrane protein,NA,NA,NA,NA,NA,NA
SAUSA300_RS03040,700.9475085257875,-1.2027747285338997,0.14127982464463626,74.13678832243264,7.968947446744794e-17,4.425021195428289e-16,-,hypothetical protein,NA,NA,NA,NA,NA,NA
SAUSA300_RS03055,5198.7483578590845,1.2113479330019452,0.08109566702626055,269.43219705980715,3.115600643936833e-59,6.502987727025602e-58,lipL,biotin/lipoate A/B protein ligase family protein,Genetic information processing,Protein fate,Protein modification and repair,lipoyltransferase and lipoate-protein ligase,TIGR00545,14.8
SAUSA300_RS03075,170.75488611112593,-1.3499014710832433,0.15841459204930264,73.65028124265932,1.0163531390549146e-16,5.611871084875448e-16,-,hypothetical protein,Genetic information processing,Protein synthesis,tRNA aminoacylation,"glutamyl-tRNA(Gln) amidotransferase, subunit D",TIGR02153,10
SAUSA300_RS03235,4699.896097236283,1.1666299696889095,0.1419191918503165,109.54149576488336,1.6344303754332415e-24,1.3071001616576168e-23,-,hypothetical protein,NA,NA,NA,NA,NA,NA
SAUSA300_RS03315,576.2829179339208,1.4398882725460633,0.11862165117844523,181.69352943083445,3.5135924508683987e-40,4.854696048312534e-39,mntC,metal ABC transporter substrate-binding protein,Metabolism,Transport and binding proteins,Unknown substrate,"anchored repeat ABC transporter, substrate-binding protein",TIGR03772,125.7
SAUSA300_RS03320,422.9925467933086,1.0438555479240585,0.13371047760758473,83.13409309151498,8.864639038761342e-19,5.492343724436764e-18,mntB,metal ABC transporter permease,Metabolism,Transport and binding proteins,Unknown substrate,"anchored repeat-type ABC transporter, permease subunit",TIGR03770,182.1
SAUSA300_RS03370,736.064170731429,-1.1395896170860083,0.09197281675104273,156.437840179528,1.0714073579385127e-34,1.271432199360098e-33,pbp4,D-alanyl-D-alanine carboxypeptidase,NA,NA,NA,NA,NA,NA
SAUSA300_RS03385,318.85108482111633,-3.1035116475282774,0.3145775399424248,114.73821770775616,1.2159412533328802e-25,1.022432888159619e-24,NA,hypothetical protein,NA,NA,NA,NA,NA,NA
SAUSA300_RS03410,697.2597381218916,1.0857013146422307,0.15239650025768525,50.94702155292639,8.64957632058786e-12,3.5552657976941435e-11,dhaK,dihydroxyacetone kinase subunit DhaK,NA,NA,NA,"dihydroxyacetone kinase, DhaK subunit",TIGR02363,479.3
SAUSA300_RS03435,615.2330303989787,-1.6607838300853606,0.14643155767953706,124.84958586949129,7.749200440596115e-28,7.26302448938674e-27,-,alpha/beta hydrolase,Metabolism,Fatty acid and phospholipid metabolism,Degradation,"esterase, PHB depolymerase family",TIGR01840,11.5
SAUSA300_RS03490,43531.79877744062,-1.1106255508154836,0.12460651398275586,78.0792193256975,1.1099743623217048e-17,6.494343038395183e-17,-,peptidase M23,Cellular processes,Cellular processes,Sporulation and germination,spore coat assembly protein SafA,TIGR02899,63.9
SAUSA300_RS03595,312.7179201957007,-1.1376303876532037,0.14424626897723614,61.91786427314355,3.5867954277264185e-14,1.6916568820190466e-13,-,cysteine ABC transporter ATP-binding protein,NA,NA,NA,"thiol reductant ABC exporter, CydD subunit",TIGR02857,406.1
SAUSA300_RS03730,515.87958562025,-1.4974963390671276,0.16917198257166843,81.39286381386361,2.117211233806876e-18,1.29272876786175e-17,queE,7-carboxy-7-deazaguanine synthase QueE,Genetic information processing,Protein synthesis,tRNA and rRNA base modification,7-cyano-7-deazaguanosine (preQ0) biosynthesis protein QueE,TIGR03365,382.7
SAUSA300_RS03740,266.031153446856,-1.6608075957322648,0.15909626749340852,117.47443822048686,3.0956357828279156e-26,2.6932421217678174e-25,queC,7-cyano-7-deazaguanine synthase QueC,NA,Unknown function,General,queuosine biosynthesis protein QueC,TIGR00364,278.9
SAUSA300_RS03795,1568.1588577703333,-1.0046960285867688,0.11243545696296739,112.83586410104961,3.147773175163847e-25,2.6022181051986525e-24,opuBA,glycine/betaine ABC transporter ATP-binding protein,Metabolism,Transport and binding proteins,"Amino acids, peptides and amines",glycine betaine/L-proline transport ATP binding subunit,TIGR01186,306.3
SAUSA300_RS03800,3433.120462250235,-1.308353179190956,0.12130545187469116,151.8464306342031,1.0640610336230354e-33,1.2090855683214646e-32,opuBB,ABC transporter permease,NA,NA,NA,"choline ABC transporter, permease protein",TIGR03416,113.1
SAUSA300_RS03805,561.0017849229082,-2.2078313132281724,0.19006237345966195,301.70373286604377,3.061024624686553e-66,7.50716289204377e-65,hisC,histidinol-phosphate aminotransferase,Metabolism,Amino acid biosynthesis,Histidine family,histidinol-phosphate transaminase,TIGR01141,305.7
SAUSA300_RS03810,1226.4243659015517,-1.356069237310073,0.11481664954725626,264.4341644725682,3.791846703830343e-58,7.749586700953264e-57,-,5'-3'-deoxyribonucleotidase,NA,NA,NA,NA,NA,NA
SAUSA300_RS03865,598.5592889580328,1.664013990625675,0.15822329355153184,191.85169189340002,2.1874313568901318e-42,3.2844951445549273e-41,sstA,iron ABC transporter permease,NA,NA,NA,"proposed F420-0 ABC transporter, permease protein",TIGR03869,93.3
SAUSA300_RS03870,391.90736005736403,1.5610305366303214,0.15399267288528676,143.64614477814132,6.421492624704896e-32,6.947960586215629e-31,sstB,iron ABC transporter permease,NA,NA,NA,"proposed F420-0 ABC transporter, permease protein",TIGR03869,45.3
SAUSA300_RS03875,288.7290858445245,1.6104649818887395,0.20273641984662447,80.50406004994836,3.3019118490718333e-18,1.9791296480281885e-17,sstC,iron ABC transporter ATP-binding protein,NA,NA,NA,"proposed F420-0 ABC transporter, ATP-binding protein",TIGR03873,174.9
SAUSA300_RS03880,1518.0756162415641,1.3360744137778091,0.14255703032566086,102.24439343310877,6.279312012371372e-23,4.738465449335627e-22,sstD,hypothetical protein,NA,NA,NA,"heme ABC transporter, heme-binding protein isdE",TIGR03659,76.6
SAUSA300_RS04000,4821.752594105279,2.208634363687359,0.14638535695242566,215.47958188146296,1.6188377119540333e-47,2.7224225064461257e-46,uvrB,excinuclease ABC subunit B,Genetic information processing,DNA metabolism,"DNA replication, recombination, and repair",excinuclease ABC subunit B,TIGR00631,1110
SAUSA300_RS04005,10390.41222348479,2.100572396813609,0.1419944167504821,205.98311813131272,1.8678165326848685e-45,3.037007765575452e-44,uvrA,excinuclease ABC subunit A,Genetic information processing,DNA metabolism,"DNA replication, recombination, and repair",excinuclease ABC subunit A,TIGR00630,1495.3
SAUSA300_RS04070,1459.0276596223243,-1.3518884654952064,0.12571553777546185,123.45239917493157,1.5583038021070666e-27,1.4467154856785796e-26,-,DUF4887 domain-containing protein,Cellular processes,Cellular processes,Adaptations to atypical conditions,phage shock protein C,TIGR02978,11.5
SAUSA300_RS04075,4895.144327327562,-1.0247584113627652,0.14072651701783442,52.08202396480718,4.903793717044392e-12,2.049980810974666e-11,gapR,transcriptional regulator,Genetic information processing,DNA metabolism,"DNA replication, recombination, and repair",DnaD family protein,TIGR04548,16.8
SAUSA300_RS04125,857.7131121911601,-1.3597243991055596,0.18760165325019967,51.039628708629124,8.258200953856437e-12,3.403905519215615e-11,smpB,SsrA-binding protein,Genetic information processing,Protein synthesis,Other,SsrA-binding protein,TIGR00086,194.9
SAUSA300_RS04165,44449.68512629722,-1.6218964748371165,0.1141335082949305,198.20323645841194,9.135115765866958e-44,1.437681588178955e-42,clfA,clumping factor A,NA,NA,NA,"gram-positive signal peptide, YSIRK family",TIGR01168,28.4
SAUSA300_RS04230,369.3628469506879,-2.058725981272511,0.15073691033457715,183.57340309240098,1.3725937163462103e-40,1.9144755010459228e-39,-,histidine phosphatase family protein,Metabolism,"Biosynthesis of cofactors, prosthetic groups, and carriers","Heme, porphyrin, and cobalamin",alpha-ribazole phosphatase,TIGR03162,65
SAUSA300_RS04235,1647.247408297761,-1.808260720375135,0.13613495060478903,186.9649532948957,2.518118927157429e-41,3.6869771157334894e-40,-,hypothetical protein,Metabolism,Transport and binding proteins,"Amino acids, peptides and amines",L-lysine exporter,TIGR00948,154.3
SAUSA300_RS04270,10753.013300284145,1.8454192389805233,0.1072802137265472,327.0690146943443,9.503112232707998e-72,2.5425144818963306e-70,gcvH,glycine cleavage system protein H,Metabolism,Energy metabolism,Amino acids and amines,glycine cleavage system H protein,TIGR00527,184.5
SAUSA300_RS04280,450.185286023848,1.2398803478523919,0.11969102811340876,141.85191115002553,1.574885085144364e-31,1.685413383847223e-30,-,hypothetical protein,NA,NA,NA,NA,NA,NA
SAUSA300_RS15750,139.49279796430642,1.072401101542762,0.15676879178539108,65.47976583850813,6.042957084441502e-15,3.034884419711833e-14,NA,NA,NA,NA,NA,NA,NA,NA
SAUSA300_RS04300,11825.187709225203,-6.677800211273967,0.4684134561775178,131.7765886468319,2.4270423434299704e-29,2.3888915106068237e-28,metN1,methionine import ATP-binding protein MetN 2,NA,NA,NA,"D-methionine ABC transporter, ATP-binding protein",TIGR02314,358.4
SAUSA300_RS04305,6813.767612524665,-6.858463233145589,0.47694298024382104,132.51376850584484,1.6788070365834143e-29,1.6579627881426136e-28,metP1,ABC transporter permease,Metabolism,Transport and binding proteins,Anions,"phosphonate ABC transporter, permease protein PhnE",TIGR01097,86.7
SAUSA300_RS04310,15894.860761793612,-6.2915090988467774,0.46249815277263584,122.14442635215559,2.9969177227708617e-27,2.713824264035276e-26,metQ1,methionine ABC transporter substrate-binding protein,Cell structure,Cell envelope,Other,"lipoprotein, YaeC family",TIGR00363,167
SAUSA300_RS04320,1837.5760113392787,1.2856703381319194,0.10203211136726076,205.83813234306632,2.0082486286209888e-45,3.247404238478885e-44,sek,exotoxin,NA,NA,NA,NA,NA,NA
SAUSA300_RS04325,1169.968999290105,1.0594192346946243,0.09359962519767413,163.62353109332986,2.948503640404019e-36,3.570965520044867e-35,seq,enterotoxin,NA,NA,NA,NA,NA,NA
SAUSA300_RS04365,5374.755572683578,1.263748761877265,0.14203747886999346,93.83426404659326,4.208704706034732e-21,2.9918400845072984e-20,-,primase,Genetic information processing,DNA metabolism; Mobile and extrachromosomal element functions,"DNA replication, recombination, and repair; Prophage functions","phage/plasmid primase, P4 family, C-terminal domain",TIGR01613,370.7
SAUSA300_RS04380,10603.635391993143,1.3659216913727183,0.08239367639208504,384.6741393218315,2.944909688484975e-84,9.22007363107583e-83,-,phage capsid protein,Genetic information processing,Mobile and extrachromosomal element functions,Prophage functions,"phage major capsid protein, HK97 family",TIGR01554,12.5
SAUSA300_RS04385,971.9703663652266,1.0674668830515601,0.133105240351153,85.65541489580919,2.512829273637123e-19,1.5938052914469943e-18,-,hypothetical protein,NA,NA,NA,NA,NA,NA
SAUSA300_RS15230,237.2412562768371,1.048659068248534,0.1536189180984465,62.27703361772504,2.9971879319366715e-14,1.4296149244229536e-13,NA,terminase small subunit,NA,NA,NA,NA,NA,NA
SAUSA300_RS04395,357.4582102977854,1.3560315872137445,0.1436668233931413,170.61003857493105,8.963979296496364e-38,1.15706101182407e-36,ear,hypothetical protein,Genetic information processing,Mobile and extrachromosomal element functions,Prophage functions,"putative phage terminase, small subunit, P27 family",TIGR01558,19.8
SAUSA300_RS04480,1155.3393773504142,1.2972291027681062,0.11753785212571063,133.706675714509,9.246221046771993e-30,9.287245235716716e-29,-,hypothetical protein,NA,NA,NA,NA,NA,NA
SAUSA300_RS04570,1123.5575097268134,-1.1963981014936234,0.1082859607503805,223.99242722593107,2.294364603003002e-49,3.9954526784839256e-48,-,sodium:proton antiporter,Metabolism,Transport and binding proteins,"Carbohydrates, organic alcohols, and acids","TRAP transporter, DctM subunit",TIGR00786,23.7
SAUSA300_RS04635,2066.4113943416974,-1.3125003073529464,0.11085012171021678,200.75329462406432,2.552560006532326e-44,4.0606400536349374e-43,-,NADH-dependent flavin oxidoreductase,NA,NA,NA,mycofactocin system FadH/OYE family oxidoreductase 2,TIGR03997,123.6
SAUSA300_RS04640,17540.897187999108,1.8665479632062978,0.13721409089912434,184.4632556674457,8.79656213813298e-41,1.2628430425622126e-39,rocD,Ornithine aminotransferase 2,NA,NA,NA,ornithine--oxo-acid transaminase,TIGR01885,538.4
SAUSA300_RS04645,30231.030137727026,1.423214544342973,0.12277202038786365,141.557473860226,1.8246732915909158e-31,1.9456570641855308e-30,gudB,NAD-specific glutamate dehydrogenase,Cellular processes,Cellular processes,Sporulation and germination,"dipicolinic acid synthetase, A subunit",TIGR02853,11.9
SAUSA300_RS04760,2059.760148151277,2.2959303841249437,0.10896932903528098,718.8095758330118,8.174926153727121e-157,6.8739450486911195e-155,-,MAP domain-containing protein,NA,NA,NA,NA,NA,NA
SAUSA300_RS04785,1035.722960135274,-1.7455104159397374,0.15329887969854017,235.1091779049215,8.84485455063606e-52,1.5969574811363141e-50,opp-3B,ABC transporter permease,Metabolism,Transport and binding proteins,Cations and iron carrying compounds,"nickel ABC transporter, permease subunit NikB",TIGR02789,228.4
SAUSA300_RS04790,1725.87880898976,-2.354905075329962,0.17625411201222307,253.35429652524954,9.656361732572208e-56,1.8574295803241836e-54,opp-3C,ABC transporter permease,Metabolism,Transport and binding proteins,Cations and iron carrying compounds,"nickel ABC transporter, permease subunit NikC",TIGR02790,196.3
SAUSA300_RS04795,2430.9204643128205,-2.727885516620819,0.187443431641311,277.4160425251529,5.75270057667913e-61,1.2540887257160504e-59,opp-3D,ABC transporter ATP-binding protein,Metabolism,Transport and binding proteins,Cations and iron carrying compounds,nickel import ATP-binding protein NikD,TIGR02770,256.2
SAUSA300_RS04800,3406.402253096155,-2.991002393069074,0.17568157380053187,346.79205406514916,4.9552124114838223e-76,1.4438802105937513e-74,opp-3F,peptide ABC transporter ATP-binding protein,Metabolism,Transport and binding proteins,Cations and iron carrying compounds,nickel import ATP-binding protein NikE,TIGR02769,241.5
SAUSA300_RS04805,11194.25769070181,-3.1134098954490907,0.12672241937609593,682.2289823967232,7.175609155414381e-149,5.028051843901077e-147,opp-3A,peptide ABC transporter substrate-binding protein,Metabolism,Transport and binding proteins,Cations and iron carrying compounds,"nickel ABC transporter, nickel/metallophore periplasmic binding protein",TIGR02294,68.2
SAUSA300_RS04810,38.2437076916914,-2.192441141689799,0.37617360580950854,61.92748145815036,3.569589391683327e-14,1.6862442343056229e-13,opp-4A,ABC transporter substrate-binding protein,Metabolism,Transport and binding proteins,Cations and iron carrying compounds,"nickel ABC transporter, nickel/metallophore periplasmic binding protein",TIGR02294,94.5
SAUSA300_RS04915,1633.9350948674207,-2.5212327025487364,0.19216018886291186,334.45999633743486,2.3601227251033875e-73,6.552680358471009e-72,-,alanine:cation symporter family protein,NA,NA,NA,amino acid carrier protein,TIGR00835,465.4
SAUSA300_RS04925,17281.937798695642,1.5579697665038275,0.07288586662173796,497.27964421516197,1.04015312279887e-108,4.8590010165032926e-107,-,hypothetical protein,Genetic information processing,Transcription,RNA processing,2'-5' RNA ligase,TIGR02258,15.8
SAUSA300_RS04990,1913.8885205675876,-1.3939614865535204,0.12223944674610293,180.8475624666849,5.3635307831673e-40,7.240766557275855e-39,-,hypothetical protein,NA,NA,NA,NA,NA,NA
SAUSA300_RS05020,137.84728452704493,-1.6667941355960074,0.27702250971353987,122.52136995845318,2.4821187537094812e-27,2.26859487334379e-26,-,hypothetical protein,Cellular processes,Cellular processes,Toxin production and resistance,bacteriocin-associated integral membrane protein,TIGR01654,751.8
SAUSA300_RS05040,103.7412004026884,2.5023429784013804,0.3473245300273698,49.94627020800074,1.4266098836222255e-11,5.727848414052127e-11,-,hypothetical protein,NA,NA,NA,NA,NA,NA
SAUSA300_RS05045,2078.621579384518,2.1611886107624505,0.1224349140135997,293.15326032295434,2.2007886868464474e-64,5.181536884311276e-63,tarM,glycosyl transferase family 1,Genetic information processing,Protein fate,Protein modification and repair,accessory Sec system glycosylation protein GtfA,TIGR02918,117
SAUSA300_RS05055,209.45255594458325,1.475954201187495,0.15846627229511864,137.91379243960773,1.1282373752831815e-30,1.1569347022503147e-29,-,ABC transporter substrate-binding protein,NA,NA,NA,"heme ABC transporter, heme-binding protein isdE",TIGR03659,92.9
SAUSA300_RS05095,5967.860680098819,1.2956335913607893,0.1404853084471067,93.13373574401601,5.974014105066977e-21,4.136829061461674e-20,menB,"1,4-dihydroxy-2-naphthoyl-CoA synthase",Metabolism,"Biosynthesis of cofactors, prosthetic groups, and carriers",Menaquinone and ubiquinone,naphthoate synthase,TIGR01929,424.3
SAUSA300_RS05105,514.5549005014017,1.618094365937651,0.10811114471675741,312.3359816379247,1.50349967101365e-68,3.749830111689129e-67,sspB,staphopain B,NA,NA,NA,NA,NA,NA
SAUSA300_RS05110,385.85830868203635,1.6507903571349143,0.125893268924943,259.61140400666386,4.227658515359004e-57,8.463944905239149e-56,sspA,serine protease,Genetic information processing,Protein fate,"Degradation of proteins, peptides, and glycopeptides; Protein folding and stabilization",peptidase Do,TIGR02037,18.1
SAUSA300_RS05115,2008.1071718152634,-1.1729837635437628,0.08399024373218474,291.31233523460793,5.524972855250747e-64,1.2803145758270037e-62,patA,"N-acetyl-L,L-diaminopimelate aminotransferase",NA,NA,NA,LL-diaminopimelate aminotransferase,TIGR03540,210.1
SAUSA300_RS05125,594.3944658946155,1.2217014562261654,0.1137031748584374,164.65747149034493,1.7582651322805556e-36,2.1560726184590312e-35,-,MarR family transcriptional regulator,NA,NA,NA,"homoprotocatechuate degradation operon regulator, HpaR",TIGR02337,26.3
SAUSA300_RS05135,128656.23443123145,-2.379838399496144,0.10844744784084132,452.85313482075134,4.615207347747214e-99,1.8354804357324394e-97,atl,bifunctional autolysin,Metabolism,Transport and binding proteins,Cations and iron carrying compounds,"V-type ATPase, D subunit",TIGR00309,9.9
SAUSA300_RS05140,366.422849744668,-2.253785140702666,0.13173394202315872,297.01337281969916,3.194225456352823e-65,7.642768713858828e-64,-,GNAT family N-acetyltransferase,NA,NA,NA,"putative N-acetyltransferase, MSMEG_0567 N-terminal domain family",TIGR04045,38.8
SAUSA300_RS05185,3642.747864750233,1.410963400384862,0.11102309370393551,244.5105452979589,8.039142093420039e-54,1.4879996969141619e-52,-,hypothetical protein,NA,NA,NA,NA,NA,NA
SAUSA300_RS05245,696.0262849695849,-1.0622899845760738,0.11812572476596697,104.29913521696963,2.2476596748471305e-23,1.731639377768352e-22,purD,phosphoribosylamine--glycine ligase,Metabolism,"Purines, pyrimidines, nucleosides, and nucleotides",Purine ribonucleotide biosynthesis,phosphoribosylamine--glycine ligase,TIGR00877,467.3
SAUSA300_RS05350,42603.15935280404,1.317145615024707,0.1119679032198286,159.2977536792162,2.5640842957703266e-35,3.067520358720354e-34,pdhA,pyruvate dehydrogenase E1 component subunit alpha,Metabolism,Energy metabolism,Pyruvate dehydrogenase,"pyruvate dehydrogenase (acetyl-transferring) E1 component, alpha subunit",TIGR03181,488
SAUSA300_RS05355,28420.587237555508,1.0732839780383385,0.14678848531172162,63.30209613857147,1.7952481053347476e-14,8.704143614497796e-14,pdhB,pyruvate dehydrogenase E1 component subunit beta,Metabolism,"Biosynthesis of cofactors, prosthetic groups, and carriers",Other; Thiamine; Pyridoxine,1-deoxy-D-xylulose-5-phosphate synthase,TIGR00204,83
SAUSA300_RS05360,45789.00497449047,1.1090602999649406,0.1424430769779259,67.84702437746063,1.8501453548267337e-15,9.650640136817538e-15,pdhC,dihydrolipoyllysine-residue acetyltransferase component of pyruvate dehydrogenase complex,Metabolism,Energy metabolism,Pyruvate dehydrogenase,dihydrolipoyllysine-residue acetyltransferase,TIGR01348,359
SAUSA300_RS05365,65730.08432063098,1.2583950046952908,0.10063539016604016,168.57283741017602,2.482409685200912e-37,3.149022286011329e-36,pdhD,dihydrolipoyl dehydrogenase,NA,NA,NA,dihydrolipoyl dehydrogenase,TIGR01350,563.3
SAUSA300_RS05400,5691.732131027398,-1.0464289156189588,0.11671134690154965,80.68520736952976,3.0159895615884725e-18,1.818864196671081e-17,-,hypothetical protein,NA,NA,NA,NA,NA,NA
SAUSA300_RS05410,1129.730077391191,-1.1780175850849814,0.1252418256626059,105.15579128943551,1.4645697219055548e-23,1.1312936198341333e-22,mntH,divalent metal cation transporter,Metabolism,Transport and binding proteins,Cations and iron carrying compounds,"metal ion transporter, metal ion (Mn2+/Fe2+) transporter (Nramp) family",TIGR01197,388.6
SAUSA300_RS05425,1360.624953728879,1.2588019661586605,0.13179189304177577,102.28502223589794,6.153038475787486e-23,4.655113684895262e-22,-,hypothetical protein,NA,NA,NA,early transcribed membrane protein (ETRAMP) family,TIGR01495,14.6
SAUSA300_RS05455,9702.295289305252,-2.2730701303635934,0.10894570962462369,758.6330357427241,1.8404727586271125e-165,1.7472617189159974e-163,pycA,pyruvate carboxylase,Metabolism,Energy metabolism,Glycolysis/gluconeogenesis,pyruvate carboxylase,TIGR01235,1798.3
SAUSA300_RS05545,206.25596031767992,1.9997096464799988,0.16849185597216437,190.80369771053483,3.694056033622923e-42,5.46311904871973e-41,isdC,iron-regulated surface determinant protein C,NA,NA,NA,heme uptake protein IsdC,TIGR03656,320.3
SAUSA300_RS05550,162.7088568531987,1.2822750224569202,0.18853700751910266,50.44400774703553,1.1123024535150383e-11,4.52141729377729e-11,isdD,hypothetical protein,NA,NA,NA,NA,NA,NA
SAUSA300_RS05670,448.6899637978026,-1.8211981439512435,0.17662300870128345,391.89847893337526,7.949257521639256e-86,2.5994072095760368e-84,ecb,fibrinogen-binding protein,NA,NA,NA,NA,NA,NA
SAUSA300_RS05685,193.25561700666003,1.591630305427917,0.17415502271055244,111.00361257237851,7.868134844002231e-25,6.3440879029859086e-24,-,hypothetical protein,NA,NA,NA,XrtN system VIT domain protein,TIGR04477,7.2
SAUSA300_RS05690,220.16462120759346,-1.1479996028572736,0.16600713329472574,376.8161624032151,1.4976488183069695e-82,4.543897394100424e-81,efb,fibrinogen-binding protein,NA,NA,NA,NA,NA,NA
SAUSA300_RS05695,170.96204228570156,-1.6064856361514863,0.2095917452350036,244.5135333775511,8.027140263044567e-54,1.4879996969141619e-52,scc,fibrinogen-binding protein,NA,NA,NA,NA,NA,NA
SAUSA300_RS05705,608.1637639782149,1.2760314594105193,0.16376157777464886,73.1814858556216,1.2848199092654657e-16,7.080945679715854e-16,NA,hypothetical protein,NA,NA,NA,NA,NA,NA
SAUSA300_RS05730,913.6259205051322,1.350183856770119,0.16173806038777536,79.43390593779976,5.638278029608231e-18,3.3522125739670756e-17,NA,hypothetical protein,NA,NA,NA,NA,NA,NA
SAUSA300_RS05805,6980.132964396532,1.8800681136758193,0.0875882604418652,490.34580151747764,3.332438077904315e-107,1.4859644338291515e-105,-,hypothetical protein,NA,NA,NA,NA,NA,NA
SAUSA300_RS05990,6049.893430487846,2.0210353754105608,0.18729909945629158,112.50989438555692,3.7049884156858735e-25,3.0288280298232017e-24,-,hypothetical protein,Genetic information processing,Protein fate,Protein and peptide secretion and trafficking,outer membrane assembly lipoprotein YfiO,TIGR03302,12
SAUSA300_RS06160,20849.4213852992,1.844705804668893,0.2238038864716999,64.48135338115048,9.95524655673917e-15,4.924082456551828e-14,sucC,succinyl-CoA ligase subunit beta,Metabolism,Energy metabolism,TCA cycle,"succinate-CoA ligase, beta subunit",TIGR01016,545.1
SAUSA300_RS06165,22255.700291351834,1.3867696640160636,0.17264551074168666,63.54580886071736,1.5892891988953618e-14,7.731038202229834e-14,sucD,succinyl-CoA ligase subunit alpha,Metabolism,Energy metabolism,TCA cycle,"succinate-CoA ligase, alpha subunit",TIGR01019,479.4
SAUSA300_RS06185,3106.124557004585,-1.1302102255858517,0.10041504528789773,124.53272461636152,9.07951062878493e-28,8.482857073179063e-27,topA,DNA topoisomerase I,Genetic information processing,DNA metabolism,"DNA replication, recombination, and repair",DNA topoisomerase I,TIGR01051,859.4
SAUSA300_RS06190,1922.20549478482,-1.406324085585392,0.11021782813761463,158.05965163770733,4.7619270842107206e-35,5.6738264813085635e-34,gid,FADH(2)-oxidizing methylenetetrahydrofolate--tRNA-(uracil(54)-C(5))- methyltransferase TrmFO,Genetic information processing,Protein synthesis,tRNA and rRNA base modification,tRNA:m(5)U-54 methyltransferase,TIGR00137,723.4
SAUSA300_RS06240,3329.56697690755,1.034355896818718,0.07881332869890048,174.33672027409267,1.3907920384936543e-38,1.8191559863496997e-37,frr,ribosome-recycling factor,Genetic information processing,Protein synthesis,Translation factors,ribosome recycling factor,TIGR00496,241.4
SAUSA300_RS06370,20943.31478691602,1.9552331881536664,0.100096600421873,399.54401156080587,1.7382820711509788e-87,5.880188661376243e-86,recA,DNA recombination/repair protein RecA,Genetic information processing,DNA metabolism,"DNA replication, recombination, and repair",protein RecA,TIGR02012,565.3
SAUSA300_RS06380,3478.7070005368423,1.068300705859741,0.13804012934355633,78.05059754032362,1.1259732927446555e-17,6.561860199104002e-17,-,hypothetical protein,NA,NA,NA,NA,NA,NA
SAUSA300_RS06445,2378.0183355216927,1.2426607974617756,0.15682278349686635,112.73221584750887,3.3152047986020975e-25,2.7329545440576953e-24,glpD,aerobic glycerol-3-phosphate dehydrogenase,Metabolism,Energy metabolism,Anaerobic,"glycerol-3-phosphate dehydrogenase, anaerobic, A subunit",TIGR03377,175.5
SAUSA300_RS06630,2269.2523765404203,1.0228215772421303,0.12981527888203664,71.67480065753286,2.7290707295341843e-16,1.4736981939484596e-15,-,hypothetical protein,Cellular processes,Cellular processes,Cell division,cell division protein FtsL,TIGR02209,14.7
SAUSA300_RS06640,2002.5285657661098,-3.628111681786283,0.16626675395357007,559.3691045108342,3.424067219179419e-122,1.7994696117937555e-120,thrD,aspartate kinase,Metabolism,Amino acid biosynthesis,Aspartate family,aspartate kinase,TIGR00657,285.2
